Tramo,Año,Descripción,Unidad,Fecha,Inicio (km),Fin (km),Metrado
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-03-24,125+400,125+550,150
km 125+300 - 125+500,2025,Limpieza de carril/pista y bermas T2,m2,2025-03-24,125+500,125+700,400
km 125+300 - 125+500,2025,Remocion de Derrumbes T2,m3,2025-03-27,125+400,125+440,105
km 125+300 - 125+500,2025,Remocion de Derrumbes T2,m3,2025-03-28,125+400,125+440,330
km 125+300 - 125+500,2025,Desbroce Manual T2,m2,2025-03-29,123+800,136+300,1500
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-04-02,124+650,127+700,50
km 125+300 - 125+500,2025,Limpieza de carril/pista y bermas T2,m2,2025-04-03,125+500,125+700,200
km 125+300 - 125+500,2025,Limpieza de carril/pista y bermas T2,m2,2025-04-07,125+400,125+430,60
km 125+300 - 125+500,2025,Reparación Parcial de Delineador T2,und,2025-04-14,125+260,125+313,12
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-04-14,125+394,125+495,80
km 125+300 - 125+500,2025,Limpieza de Cajas de Inspección Subdren T2,und,2025-04-14,125+394,125+495,2
km 125+300 - 125+500,2025,Remocion de Derrumbes T2,m3,2025-04-14,125+400,125+440,225
km 125+300 - 125+500,2025,Limpieza de carril/pista y bermas T2,m2,2025-04-15,125+400,125+480,120
km 125+300 - 125+500,2025,Limpieza de carril/pista y bermas T2,m2,2025-04-16,125+000,125+400,400
km 125+300 - 125+500,2025,Limpieza de Guardavías T2,ml,2025-04-16,125+400,125+450,50
km 125+300 - 125+500,2025,Limpieza de carril/pista y bermas T2,m2,2025-04-16,125+500,125+900,600
km 125+300 - 125+500,2025,Repintado de delineador T2,und,2025-04-21,125+260,125+310,8
km 125+300 - 125+500,2025,Remocion de Derrumbes T2,m3,2025-05-01,125+400,125+440,45
km 125+300 - 125+500,2025,Remocion de Derrumbes T2,m3,2025-05-02,125+400,125+440,60
km 125+300 - 125+500,2025,Limpieza de carril/pista y bermas T2,m2,2025-05-05,125+500,125+530,30
km 125+300 - 125+500,2025,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2025-05-09,120+290,129+290,12
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-05-09,123+030,128+040,10
km 125+300 - 125+500,2025,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2025-05-15,13+620,130+620,12
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-05-22,125+394,125+495,96
km 125+300 - 125+500,2025,Limpieza de Cajas de Inspección Subdren T2,und,2025-05-22,125+394,125+495,2
km 125+300 - 125+500,2025,Limpieza de Cajas de Inspección Subdren T2,und,2025-05-22,125+394,125+495,2
km 125+300 - 125+500,2025,Limpieza de carril/pista y bermas T2,m2,2025-06-03,125+400,125+460,100
km 125+300 - 125+500,2025,Desbroce Manual T2,m2,2025-06-26,45+330,145+460,340
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-06-27,125+394,125+495,101
km 125+300 - 125+500,2025,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2025-06-27,125+394,125+495,101
km 125+300 - 125+500,2025,Limpieza de Cajas de Inspección Subdren T2,und,2025-06-27,125+394,125+495,2
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-06-30,125+400,125+440,12
km 125+300 - 125+500,2025,Pintura o Reaplicación por Aspersión T2,ml,2025-07-03,121+400,241+203,12
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-07-04,125+394,125+495,120
km 125+300 - 125+500,2025,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2025-07-04,125+394,125+495,160
km 125+300 - 125+500,2025,Reposición de Tachas Reflectivas T2,und,2025-07-18,13+500,135+400,6
km 125+300 - 125+500,2025,Desbroce Manual T2,m2,2025-07-22,125+000,125+300,300
km 125+300 - 125+500,2025,Pintura o Reaplicación por Aspersión T2,ml,2025-08-08,112+950,133+100,30
km 125+300 - 125+500,2025,Reparación Parcial de Delineador T2,und,2025-08-13,125+300,125+320,6
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-08-13,125+394,125+495,100
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-08-13,125+394,125+495,100
km 125+300 - 125+500,2025,Reposición de Tachas Reflectivas T2,und,2025-08-13,125+500,126+000,110
km 125+300 - 125+500,2025,Reposición de Tachas Reflectivas T2,und,2025-08-13,125+500,126+000,180
km 125+300 - 125+500,2025,Pintura o Reaplicación por Aspersión T2,ml,2025-08-29,125+340,125+480,28
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-09-06,124+900,125+300,400
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-09-06,125+000,125+300,300
km 125+300 - 125+500,2025,Limpieza de carril/pista y bermas T2,m2,2025-09-06,125+000,125+500,250
km 125+300 - 125+500,2025,Repintado de delineador T2,und,2025-09-06,125+200,125+400,15
km 125+300 - 125+500,2025,Limpieza de carril/pista y bermas T2,m2,2025-09-07,125+000,125+500,250
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-09-15,125+394,125+495,80
km 125+300 - 125+500,2025,Limpieza Manual de Zanjas de Coronación T2,ml,2025-09-15,125+394,125+495,101
km 125+300 - 125+500,2025,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2025-09-15,125+394,125+495,101
km 125+300 - 125+500,2025,Reparación de las Estructuras de Contención (gabión) T2,m3,2025-09-15,125+394,125+495,0.1
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-10-04,125+400,125+550,150
km 125+300 - 125+500,2025,Desbroce Manual T2,m2,2025-10-05,28+300,128+500,1200
km 125+300 - 125+500,2025,Limpieza de carril/pista y bermas T2,m2,2025-10-13,125+400,125+500,50
km 125+300 - 125+500,2025,Desbroce Manual T2,m2,2025-10-27,124+900,125+300,1200
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-10-27,124+900,125+300,400
km 125+300 - 125+500,2025,Desbroce Manual T2,m2,2025-10-27,125+300,125+500,600
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-10-27,125+300,125+500,200
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-10-27,125+394,125+495,99
km 125+300 - 125+500,2025,Limpieza Manual de Zanjas de Coronación T2,ml,2025-10-27,125+394,125+495,101
km 125+300 - 125+500,2025,Limpieza de Cajas de Inspección Subdren T2,und,2025-10-27,125+394,125+495,4
km 125+300 - 125+500,2025,Pintura o Reaplicación por Aspersión T2,ml,2025-10-27,125+400,125+500,11
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-10-27,125+420,125+410,10
km 125+300 - 125+500,2025,Repintado de Postes de Señalización Vertical T2,m2,2025-10-27,125+420,125+420,1.56
km 125+300 - 125+500,2025,Repintado de Postes de Señalización Vertical T2,m2,2025-10-27,125+423,125+423,1.56
km 125+300 - 125+500,2025,Repintado de Postes de Señalización Vertical T2,m2,2025-10-27,125+440,125+440,1.56
km 125+300 - 125+500,2025,Limpieza Residuos Sólidos / Basuras,m2,2025-11-03,123+250,128+300,50
km 125+300 - 125+500,2025,Limpieza de Cauces T2,ml,2025-11-03,125+430,125+460,180
km 125+300 - 125+500,2025,Limpieza de Cauces T2,ml,2025-11-04,125+430,125+460,180
km 125+300 - 125+500,2025,Limpieza Residuos Sólidos / Basuras,m2,2025-11-05,122+900,133+000,100
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-11-10,125+400,125+450,50
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-11-10,125+440,125+500,60
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-11-19,125+400,125+450,50
km 125+300 - 125+500,2025,Limpieza de Guardavías T2,ml,2025-12-02,125+425,125+465,8
km 125+300 - 125+500,2025,Limpieza Manual de Cuneta de Vía T2,ml,2025-12-10,125+400,125+450,600
km 125+300 - 125+500,2025,Limpieza Manual de Zanjas de Coronación T2,ml,2025-12-16,125+394,125+495,180
km 125+300 - 125+500,2025,Limpieza de Cajas de Inspección Subdren T2,und,2025-12-16,125+394,125+495,2
km 125+300 - 125+500,2025,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2025-12-16,125+394,125+495,220
km 125+300 - 125+500,2025,Reparación de las Estructuras de Contención (gabión) T2,m3,2025-12-16,125+394,125+495,0.1
km 125+300 - 125+500,2026,Desbroce Manual T2,m2,2025-12-24,124+900,125+400,1500
km 125+300 - 125+500,2026,Limpieza Manual de Cuneta de Vía T2,ml,2025-12-24,125+000,125+400,400
km 125+300 - 125+500,2026,Reparación Parcial de Delineador T2,und,2025-12-24,125+250,125+300,16
km 125+300 - 125+500,2026,Limpieza Manual de Cuneta de Vía T2,ml,2025-12-24,125+340,125+350,10
km 125+300 - 125+500,2026,Limpieza Manual de Cuneta de Vía T2,ml,2025-12-24,125+400,125+440,40
km 125+300 - 125+500,2026,Remocion de Derrumbes T2,m3,2026-01-07,125+410,125+470,75
km 125+300 - 125+500,2026,Limpieza Manual de Zanjas de Coronación T2,ml,2026-01-14,125+394,125+495,101
km 125+300 - 125+500,2026,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2026-01-14,125+394,125+495,101
km 125+300 - 125+500,2026,Remocion de Derrumbes T2,m3,2026-01-14,125+420,125+480,160
km 125+300 - 125+500,2026,Remocion de Derrumbes T2,m3,2026-01-15,125+420,125+480,120
km 125+300 - 125+500,2026,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2026-01-15,125+420,125+420,14
km 125+300 - 125+500,2026,Limpieza Manual de Cuneta de Vía T2,ml,2026-01-15,125+500,125+600,220
km 125+300 - 125+500,2026,Limpieza Manual de Cuneta de Vía T2,ml,2026-01-18,125+400,125+500,100
km 125+300 - 125+500,2026,Limpieza de carril/pista y bermas T2,m2,2026-01-18,125+400,125+600,200
km 125+300 - 125+500,2026,Limpieza de carril/pista y bermas T2,m2,2026-01-18,125+420,125+480,60
km 125+300 - 125+500,2026,Limpieza de carril/pista y bermas T2,m2,2026-01-19,122+980,128+000,60
km 125+300 - 125+500,2026,Limpieza Manual de Cuneta de Vía T2,ml,2026-01-20,107+900,170+970,70
km 125+300 - 125+500,2026,Remocion de Derrumbes T2,m3,2026-01-23,125+420,125+480,105
km 125+300 - 125+500,2026,Remocion de Derrumbes T2,m3,2026-01-24,125+420,125+480,45
km 125+300 - 125+500,2026,Remocion de Derrumbes T2,m3,2026-01-25,125+420,125+480,120
km 125+300 - 125+500,2026,Remocion de Derrumbes T2,m3,2026-01-26,125+420,125+480,150
km 125+300 - 125+500,2026,Remocion de Derrumbes T2,m3,2026-01-29,125+420,125+480,60
km 125+300 - 125+500,2026,Limpieza de carril/pista y bermas T2,m2,2026-01-30,125+420,125+480,60
km 125+300 - 125+500,2026,Remocion de Derrumbes T2,m3,2026-02-01,125+420,125+480,150
km 125+300 - 125+500,2026,Remocion de Derrumbes T2,m3,2026-02-05,125+420,125+470,300
km 125+300 - 125+500,2026,Limpieza de carril/pista y bermas T2,m2,2026-02-05,125+420,125+500,160
km 125+300 - 125+500,2026,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2026-02-12,125+394,125+495,220
km 125+300 - 125+500,2026,Limpieza de Cajas de Inspección Subdren T2,und,2026-02-12,125+394,125+495,1
km 125+300 - 125+500,2026,Reparación de las Estructuras de Contención (gabión) T2,m3,2026-02-12,125+394,125+495,0.2
km 125+300 - 125+500,2026,Limpieza de Superfície de Concreto y Dispos. Drenaje T2,ml,2026-02-12,125+394,125+495,80
km 125+300 - 125+500,2026,Remocion de Derrumbes T2,m3,2026-02-18,125+420,125+480,210
km 125+300 - 125+500,2026,Limpieza de carril/pista y bermas T2,m2,2026-02-18,125+420,125+480,120
km 125+300 - 125+500,2026,Limpieza Manual de Cuneta de Vía T2,ml,2026-02-19,125+000,125+300,300
km 125+300 - 125+500,2026,Desbroce Manual T2,m2,2026-02-19,125+300,125+500,400
km 125+300 - 125+500,2026,Limpieza Manual de Cuneta de Vía T2,ml,2026-02-19,125+300,125+700,400
km 125+300 - 125+500,2026,Limpieza de carril/pista y bermas T2,m2,2026-02-19,125+400,125+700,300
km 125+300 - 125+500,2026,Limpieza de carril/pista y bermas T2,m2,2026-02-23,125+300,125+480,20
km 125+300 - 125+500,2026,Limpieza Manual de Cuneta de Vía T2,ml,2026-02-24,125+340,125+350,10
km 125+300 - 125+500,2026,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2026-02-24,125+355,125+355,12
km 146+500 - 146+520,2018,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2018-01-08,116+250,162+260,30
km 146+500 - 146+520,2018,Desbroce Manual T2,m2,2018-01-11,116+600,166+700,200
km 146+500 - 146+520,2018,Limpieza Manual de Cuneta de Vía T2,ml,2018-01-26,146+370,146+800,350
km 146+500 - 146+520,2018,Reposición de Tachas Reflectivas T2,und,2018-01-29,146+000,147+000,44
km 146+500 - 146+520,2018,Limpieza de postes (hitos) kilométricos T2,und,2018-03-06,143+000,160+000,18
km 146+500 - 146+520,2018,Limpieza Manual de Cuneta de Vía T2,ml,2018-04-02,146+000,146+600,600
km 146+500 - 146+520,2018,Limpieza Manual de Cuneta de Vía T2,ml,2018-04-02,146+450,146+800,20
km 146+500 - 146+520,2018,Limpieza Manual de Cuneta de Vía T2,ml,2018-05-30,146+000,147+000,1000
km 146+500 - 146+520,2018,Limpieza de juntas de cuneta de vía,ml,2018-05-30,146+000,147+000,566.6666666666666
km 146+500 - 146+520,2018,Limpieza Manual de Cabezal de Alcantarilla T2,ml,2018-06-11,146+518,146+518,8
km 146+500 - 146+520,2018,Reposición de Tachas Reflectivas T2,und,2018-06-14,141+000,147+000,220
km 146+500 - 146+520,2018,Reparación de Bache Superficial T2,m2,2018-06-18,146+512,146+512,0.01
km 146+500 - 146+520,2018,Reparación de Bache Superficial T2,m2,2018-06-18,146+517,146+517,0.01
km 146+500 - 146+520,2018,Reparación de Bache Superficial T2,m2,2018-06-18,146+517,146+517,0.01
km 146+500 - 146+520,2018,Desbroce Manual T2,m2,2018-06-19,146+000,147+000,5000
km 146+500 - 146+520,2018,Limpieza de juntas de cuneta de vía,ml,2018-06-19,146+000,147+000,566.6666666666666
km 146+500 - 146+520,2018,Limpieza Manual de Cuneta de Vía T2,ml,2018-06-26,146+000,147+000,1000
km 146+500 - 146+520,2018,Limpieza de carril/pista y bermas T2,m2,2018-07-07,109+200,198+400,30
km 146+500 - 146+520,2018,Limpieza Manual de Cuneta de Vía T2,ml,2018-07-12,146+500,146+510,10
km 146+500 - 146+520,2018,Limpieza manual de juntas de cuneta de vía,ml,2018-08-10,146+000,147+000,566.6666666666666
km 146+500 - 146+520,2018,Limpieza de carril/pista y bermas T2,m2,2018-10-13,141+000,246+000,576
km 146+500 - 146+520,2018,Limpieza de carril/pista y bermas T2,m2,2018-10-14,141+000,246+000,900
km 146+500 - 146+520,2018,Limpieza manual de juntas de cuneta de vía,ml,2018-12-13,144+500,147+000,850
km 146+500 - 146+520,2018,Limpieza Manual de Cuneta de Vía T2,ml,2018-12-13,144+500,147+000,1500
km 146+500 - 146+520,2018,Limpieza de Placas de Señalización Vertical T2,m2,2018-12-13,144+500,147+000,11.25
km 146+500 - 146+520,2018,Limpieza de Placas de Señalización Vertical T2,m2,2018-12-13,144+500,147+000,9.6
km 146+500 - 146+520,2018,Desbroce Manual T2,m2,2018-12-13,146+000,147+000,6000
km 146+500 - 146+520,2019,Limpieza Manual / Mecanizada T2,ml,2019-01-02,146+500,146+510,1
km 146+500 - 146+520,2019,Limpieza Manual de Cuneta de Vía T2,ml,2019-01-09,146+300,146+830,4
km 146+500 - 146+520,2019,Limpieza manual de juntas de cuneta de vía,ml,2019-02-20,145+300,146+500,680
km 146+500 - 146+520,2019,Remocion de Derrumbes T2,m3,2019-02-21,146+500,146+550,570
km 146+500 - 146+520,2019,Remocion de Derrumbes T2,m3,2019-02-22,146+500,146+550,885
km 146+500 - 146+520,2019,Limpieza de Delineador T2,und,2019-02-22,146+500,146+700,13
km 146+500 - 146+520,2019,Remocion de Derrumbes T2,m3,2019-02-28,146+500,146+550,120
km 146+500 - 146+520,2019,Remocion de Derrumbes T2,m3,2019-03-01,146+500,146+550,120
km 146+500 - 146+520,2019,Remocion de Derrumbes T2,m3,2019-03-19,146+500,146+530,210
km 146+500 - 146+520,2019,Limpieza mecanizada de cabezal de alcantarilla T2,m3,2019-03-19,146+500,146+520,75
km 146+500 - 146+520,2019,Remocion de Derrumbes T2,m3,2019-03-19,146+500,146+560,465
km 146+500 - 146+520,2019,Remocion de Derrumbes T2,m3,2019-03-19,146+500,146+560,435
km 146+500 - 146+520,2019,Remocion de Derrumbes T2,m3,2019-03-19,146+500,146+560,315
km 146+500 - 146+520,2019,Remocion de Derrumbes T2,m3,2019-03-19,146+500,146+560,210
km 146+500 - 146+520,2019,Remocion de Derrumbes T2,m3,2019-03-19,76+980,770+000,300
km 146+500 - 146+520,2019,Limpieza de Delineador T2,und,2019-04-30,145+200,151+300,24
km 146+500 - 146+520,2019,Limpieza de Placas de Señalización Vertical T2,m2,2019-04-30,145+200,151+300,8.4375
km 146+500 - 146+520,2019,Repintado de Postes de (hitos) kilométricos T2,m2,2019-04-30,145+200,151+300,3
km 146+500 - 146+520,2019,Desbroce Manual T2,m2,2019-05-20,144+500,147+500,12000
km 146+500 - 146+520,2019,Limpieza de juntas en cunetas y berma,ml,2019-05-20,144+500,147+500,1700
km 146+500 - 146+520,2019,Limpieza Manual de Cuneta de Vía T2,ml,2019-05-20,144+500,147+500,3000
km 146+500 - 146+520,2019,Limpieza Manual de Cuerpo de Alcantarilla T2,ml,2019-06-20,146+520,146+530,10
km 146+500 - 146+520,2019,Limpieza Manual de Cuerpo de Alcantarilla T2,ml,2019-06-24,146+520,146+530,10
km 146+500 - 146+520,2019,Limpieza Manual de Cuerpo de Alcantarilla T2,ml,2019-06-25,146+520,146+530,10
km 146+500 - 146+520,2019,Limpieza Manual de Cuerpo de Alcantarilla T2,ml,2019-08-08,146+510,146+520,10
km 146+500 - 146+520,2019,Limpieza Manual de Cuerpo de Alcantarilla T2,ml,2019-08-09,146+510,146+520,10
km 146+500 - 146+520,2019,Limpieza Manual de Cuneta de Vía T2,ml,2019-08-19,146+330,146+500,170
km 146+500 - 146+520,2019,Remocion de Derrumbes T2,m3,2019-08-19,146+520,146+540,60
km 146+500 - 146+520,2019,Remocion de Derrumbes T2,m3,2019-08-20,146+520,146+540,90
km 146+500 - 146+520,2019,Limpieza mecanizada de cabezal de alcantarilla T2,m3,2019-08-20,146+520,146+530,15
km 146+500 - 146+520,2019,Limpieza Manual de Cuneta de Vía T2,ml,2019-08-22,116+000,1116+620,150
km 146+500 - 146+520,2019,Remocion de Derrumbes T2,m3,2019-08-22,146+520,146+540,30
km 146+500 - 146+520,2019,Remocion de Derrumbes T2,m3,2019-10-20,146+520,146+550,75
km 146+500 - 146+520,2019,Limpieza Manual de Cuneta de Vía T2,ml,2019-10-22,139+300,239+400,100
km 146+500 - 146+520,2019,Limpieza Manual de Cuneta de Vía T2,ml,2019-11-25,146+500,146+550,50
km 146+500 - 146+520,2019,Limpieza de Delineador T2,und,2019-11-29,146+500,146+504,2
km 146+500 - 146+520,2019,Limpieza de Juntas en Cuneta y Berma,ml,2019-12-03,146+000,147+000,566.6666666666666
km 146+500 - 146+520,2019,Limpieza Manual de Cuneta de Vía T2,ml,2019-12-04,114+500,214+600,100
km 146+500 - 146+520,2019,Limpieza mecanizada de cabezal de alcantarilla T2,m3,2019-12-22,146+520,146+530,30
km 146+500 - 146+520,2020,Limpieza de Deslizamientos Menores < 15 m3 T2,m3,2019-12-29,64+150,646+160,10
km 146+500 - 146+520,2020,Reposición de Tachas Reflectivas T2,und,2020-01-23,42+000,434+000,27
km 146+500 - 146+520,2020,Reposición de Tachas Reflectivas T2,und,2020-01-23,42+000,434+000,26
km 146+500 - 146+520,2020,Limpieza de carril/pista y bermas T2,m2,2020-02-21,126+380,196+400,20
km 146+500 - 146+520,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-03-09,146+400,146+600,200
km 146+500 - 146+520,2020,Desbroce Manual T2,m2,2020-03-10,146+400,146+800,1200
km 146+500 - 146+520,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-03-10,146+400,146+800,400
km 146+500 - 146+520,2020,Remocion de Derrumbes T2,m3,2020-03-11,146+520,146+530,180
km 146+500 - 146+520,2020,Limpieza de carril/pista y bermas T2,m2,2020-03-19,146+000,147+000,144
km 146+500 - 146+520,2020,Limpieza de carril/pista y bermas T2,m2,2020-03-19,146+500,146+520,72
km 146+500 - 146+520,2020,Limpieza de carril/pista y bermas T2,m2,2020-03-21,146+520,146+530,36
km 146+500 - 146+520,2020,Remocion de Derrumbes T2,m3,2020-03-23,146+520,146+530,240
km 146+500 - 146+520,2020,Limpieza de carril/pista y bermas T2,m2,2020-03-27,146+520,146+540,72
km 146+500 - 146+520,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-03-28,146+347,147+353,6
km 146+500 - 146+520,2020,Remocion de Derrumbes T2,m3,2020-04-01,146+440,146+500,0
km 146+500 - 146+520,2020,Remocion de Derrumbes T2,m3,2020-04-06,146+440,146+500,870
km 146+500 - 146+520,2020,Remocion de Derrumbes T2,m3,2020-04-08,146+440,146+500,45
km 146+500 - 146+520,2020,Limpieza Manual de Cuneta de Vía T2,ml,2020-04-08,146+440,146+500,120
